asnt a jake paul fan but hen he does hat he did for askren hen life or death Im a fan no he a real man I hope he accomplishishes all his goals like he really has anything to prove anyays So good luck jake,,,
its everyday bro,,,
No you ont,,,
Keep paying your ay to in boy you are nothing lol hahaha you ont be a champion once you cant pay your ay you ill be exposed,,,
You never had fight ith a half decent fighter in your life Youre only after the eak or the old You are a YouTuber clon and alays ill be,,,
Hi    Jeak     Paul    You  God,,,
Go get it,,,
Money,,,
The only championship that Jake Paul ill ever in is the senior citizen beater orld championship,,,
Mum got f up da ass to produce you,,,
There ill be someone ho ont accept your bribes and let you in,,,
its mad ho one fight ith an old man changes a brothers mindset i reckon id outbox him,,,
from nonsense yuotube prankster to this say hat you ant but this is dedication af,,,
Really proud to itness your career and the endless amounts of hard ork paying off for you and your team,,,
Jake you suck,,,
If it asnt for the politics he ould be a orld champ already,,,
I love hat you do Jake from Africa Im your huge fan,,,
Hey Jake Paul hru bro been atching you fight Looks Like Your On Your ay to the top I myself box to Im from Ogden Utah I train At Dave Foleys just ant to say keep grinding hope to hear from you maybe you can find me a fight lets go,,,
Put our fucking flag don,,,
Dom Chambrone made it You can too stay sharp stay hard,,,
Let me fight ya lets see hat you got,,,
hat an absolute cldo people really believe this guy is anything serious or more nad a big marketing machine,,,
Its gonna be a,,,
i can beat you in a fight in my Blue  Dodge ram  extended cab ith upgraded breaks,,,
God bless you,,,
Thanks for saving ben,,,
Thanks for saving ben,,,
I am going to be fighting  year olds and taxi drivers that is a great orld champion there,,,
BA,,,
hat you did for Ben makes you a champ in my books your the only influencer i kno ho really stepped up his game yourve changed and for the betterGodspeed,,,
Jakepaull u something else boyyy,,,
Jake  do you ant to buy my handle jakepaulfamilyranch,,,
Jake you should fight lebron,,,
Jake Paul for president,,,
Yoo I sold my car you can sell yours no,,,
Short video mastery here,,,
Jake Paul You should be calling ilder out You could outbox him or even knock him out later on It ould be by far the most credible in of your career and its easily innable for you,,,
Yo Jake I got your phone number text Please pick up by the ay Congrats congratulation Bruh right to the top,,,
Yall be sleeping on paul he gonna get some belts,,,
Suing people ho say it as it is Jack is more female then a female Spoiled baby,,,
Death is coming after Jake Paul let him kno in his teammate,,,
Ho can I contract Jake Paul and his team I ant to fight Jake Paul Im going to expose him,,,
Im sure he has time for comment section randoms,,,
orld champion for the elderly devision,,,
hy are you ducking Usyk then He ill destroy you  its pathetic He literally told you to quit or hell make you and youre still fighting retired old men,,,
Yes sir,,,
,,,
FIGHT LIVER KING,,,
FIGHT LIVER KING,,,
Best thing abt this video as the production quality forget orld champion this boi got pssssss,,,
hen are going to fight Dominic Barry,,,
Fight a top  ranked active cruisereight Boxer,,,
imagine  Jake Paul atching this,,,
Hed be proud,,,
All fights are fixed fight someone ho can fight you ill get knocked out,,,
Lmfao,,,
Is there a difference beteen jake paul and muhammed ali fr no,,,
Cinema,,,
Yea if your fighting in the senior division you COARD,,,
Maybe if they have special boxing for special people ho need special things,,,
Best fighter ever,,,
Someone should make a movie about you its unbelievable ho great you became ith little time it shos others anything is possible Im  Im going to start competing again because of you Very inspiring,,,
Jake,,,
Jake is the,,,
The only problem this child has is fixing fights he cant in,,,
Fighting old and retired fighters,,,
orld champion of staged fights,,,
Jake is rocky,,,
Fight dominick barry,,,
Never  Ho as dat smack by mike,,,
Stop fighting b  c rated boxers and the orld ould see that youre no better than a carnival event,,,
Dude can box and hes making a ton of money but I ont believe the orld champ talk until he fights very active boxers his age and size,,,
The YES men are only there for the moolah,,,
You are already a orld champion bro cuz of the things you have done since day  You changed the game big brother I have been atching you for many years You are truly an inspiration Keep up the good ork bro Best ishes,,,
U cant beat Dominick barry,,,
fight domnic barry bum,,,
Im convinced most of these comments ere paid to say the things they said The Paul Brothers are a joke to the sport of boxing and restling,,,
My purpose in life is to create the greatest sport story that the orld has ever seen Yeah,,,
Coach ade is trying to compare Muhammad Alis path to the YouTuber for crying out loud,,,
iner,,,
Make sure you have enough money to keep inning these fights,,,
You are the lamest boy in the orld,,,
Your fights are staged,,,
Someday this clips are going to be used in his jake pauls biography  Underrated Gallo,,,
e all kno youre gonna pay for that YES,,,
You ill,,,
You are just fk YouTuber you ill never become boxer lol,,,
jake and mo in z same line crazy funny,,,
Jake youre a true gent for hat youre doing for ben askren God speed brother,,,
Yeah you ill be  by paying oponents to loose as you didi ith tyson xD hat a uss,,,
Your fights are staged,,,
Road to orld Champion atching from Philippines mabuhay,,,
GIANT,,,
Literally nobody cares about hat the heck you are doing,,,
Jake Paul is trash,,,
It ill never happen,,,
youtube boxer,,,
ho you fighting next Jake Meldrick Taylor Or if you are feeling confident move up to Heavyeight and take on Larry Holmes Lets effin go,,,
This as,,,
Jake Youre aesome Youre gonna get that gold,,,
Jake you need to shave your head man let it go lol,,,
Lol no u arent ever,,,
This shits a joke,,,
You inspired me Jakemy boxing journey starts no,,,
,,,
If youre actually helping Askren out then thats a really great thing and thanks for doing something good for the orld,,,
Congratulations Jake Paul,,,
thanks for ruin the bo scumbag,,,
Of course you going to be orld Champion you have all the money in the orld to do that,,,
Am inspired by you Sir,,,
Bought and paid for,,,
Your fights are staged sue me,,,
hos here after Jake on,,,
Just get off Jakes dick already he fought a ashed up fighter just like Tyson Julio Jr is old and addicted to drugs just get over him he neva even touch a IBO title,,,
ho tf shot this Absolutely stunning ork,,,
did you really compare Ali to Jake Paul,,,
Good luck,,,
Lets go  it as an absolute fight,,,
Jake Paul ill never be a true champion You bought ya fame and you bought all your victories You and your brother have ruined the sport Should be ashamed of hat you have done to the boxing orld,,,
Staged Did E take over boxing,,,
Jake the,,,
GO JAKE PAUL,,,
You cant become a champion by fighting hasbeen champions,,,
Bro have you checked the early records of professional boxers in their early fights they take on trash opponents if it gets shon on TV then your opinion on boxing ill change,,,
You can buy fights but you cant buy a belt kid,,,
And i love this video as ell,,,
Im trying to be strong and fit as ell,,,
Vid,,,
The goat,,,
Chavez only oke up in round,,,
Lets go Jake Paul,,,
Hell nah jake the real deal,,,
Jake Paul call out David Benavides and humiliate,,,
Fighting a man closer to your fathers age than yours and getting paid millions this guy found the cheat codes  that highlight of cahvez jr in the beginning as around a decade ago,,,
ho takes you serious anymore in  ur a meme,,,
ROAD TO CHAMP IM HERE FOR IT BOSS STAY LCOKED N PROVING EVERYONE RONG,,,
Epic made him a panata,,,
Guy is no more a boxer than me hat is up next ho can he find to pretend fight ell Im sure there is some former boxer in the nursing home Guy is an embarrassment to real boxer,,,
Jake Paul beat  real boxers before Chaves have you seen the andre agust and Ryan Bournland fights,,,
Jake no fighting a  year old boxer hos a drug abuser and Jake as more gassed than him by the th round,,,
goat,,,
orld champ jake orld champ,,,
jake looked really good tonight its a good thing it asnt a  round fight it got kinda scary at the end  regardless jakes conditioning has gotten a lot better to continuously thro punches start to finish is crazy,,,
Chavez ould have stopped you inside  rounds,,,
Champion of Elderly Abuse,,,
Call out Andy Ruiz,,,
After that you deffo arent you havent improved,,,
You ill never become orld in champion nothing personal,,,
No ay he ill beat chavez,,,
Most going to be scripted fight and hes old,,,
Bro everything as good until you started comparing yourself ith Muhammad Ali Have you hired these coaches to train you or just feed your ego,,,
ending is so creed training session bro,,,
hen Jake goes bald he ill be feared,,,
Okay this video ith this music is absolute art,,,
This guys come along ay from the videos at the team  house ild people can change,,,
Please fight  top  guy,,,
to atch,,,
o  Poerful message  Jake youre aesome,,,
He means hes going to buy his orld championship,,,
JAKE PAUL FIGHT SOMEONE YOUR EIGHT AND  YOUR AGE,,,
By fighting cans and senior citizens,,,
up Jake Paul  is better,,,
Clon,,,
I guarantee you ont I led the guy ith the belt is  of course,,,
comparing himself to muhamed ali lmao such a joke,,,
You cant even beat Tommy Furry and you think youre going to be a orld champ LOL,,,
Sure and Im going to be the next oner of Santas orkshop,,,
Comparing yourself to Muhammad Ali is insane little bro,,,
I believe in Jake since day one I believe in him becoming orld champion one day,,,
to really step up his gameLets go Jake,, no issue with that," he'll beat Chavez but..."""
is nearly  and ho ill be considerably out eighed on fight night,,,
hoever,,,
Lets gooooo,,,
I like this I get hat hes doin making a documentary series on his road to hopefully for him becoming orld champion and i expect as hes ranked and has more fights these kinda videos ill keep coming,,,
This is amazing I love you jakepaul bro keep it up my man,,,
Jake ill  percent become a orld champion theres no doubt in my mind as a Ohio man myself I stand byith Jake and I believe in him,,,
system product jake Paul,,,
Clon sho,,,
e trained outside of air conditioning like real fighters that ork through the ranks on my giant ranch,,,
greatest thing to happen to boxing since Ali this fella is a complete melt,,,
Everyone listen please the yes men are talking e must pay attention to every ord they say because they only speak truth Lmfaooooo,,,
His gonna pay and make his on belt,,,
orld champ of being a clon Fight a real boxer,,,
Yan   hes still selling these dodgy fights   orld champion hos he trying to fool,,,
Yes go Jake,,,
Video is fire but ho Jake Paul ill become orld champion He fights MMA fighters and  years old Iron Mike Tyson Good luck,,,
orld champion Best joke of this year,,,
That is like me saying I am going to be an f champion ithout leaving my city,,,
Good luck Jake,,,
El gallo,,,
Hes got more experience than youll ever have in your lifetime as a boxer brother You really saying hes underestimating you,,,
go get it Jake you deserve it,,,
This ill never happen,,,
itll happen chuddie,,,
hater,,,
Hes a clon,,,
lol eat your ords bro I didnt even kno ho Jake Paul as until today hen I atched his Netflix doc Dude is a beast good for him,,,
Real Bro is fighting everyone but active contenders,,,
boxing truly is art lets dance,,,
You should shade in the penis on Your neckthroat Did you mean to get a penis tattoo,,,
Steroids money and fighting senior citizens really can make people believe anything,,,
might be the best video hes put out,,,
,,,
nga be so dead ass,,,
oh boy theyre really trying to compare Jake Paul To Muhammad Ali no,,,
you need to fight Cape Breton bruiser  Ryan Roziki  first jake,,,
chavez is getting KOd,,,
Depends on ho much money he gets,,,
Right,,,
you fight old men bro,,,
Put the Puerto Rico flag don you aint from there On my everything you ill never become orld champion Name one cruiser eight or heavyeight you can beat ho are orld champion,,,
Your the best boxer,,,
Jake I hope you in against Chvez jr,,,
hi iake paul and ur atchin disney channel loldope video tho,,,
Tommy fury ill be one before you,,,
I loved atching Chavez If Jake beats him O Jakes jab is looking good  His defense is getting good  And he already had the Kraken His right hand  I ish Jake ell He had really put time into this,,,
This is high quality content,,,
Sa u crying at an intervie and storming off,,,
No georgia boy,,,
Cleveland ohio,,,
Make jake fight the underdogs and ork his ay up,,,
Some could be payoffs to in ho knosho knos if jake reallybis dropping them honestly jake needs to i guess get into real license of boxing to prove it i guess to sho everyone,,,
You and ur brother are doing aesome no ith ur goals,,,
Hes smart buying this property but no hes felt the humidity the real humidity florida and mexico and cali doesnt have compared to georgia,,,
He ons k acre in georgia no hunting property,,,
everything in this as bad A but the part here if jake asnt a boxer hed be  or in jail no that is a lie i had to double take that one rich boy,,,
Such a dope production shout out to the hole team and rooting for you my g Love the ay you got to the positive path keep pushing,,,
He understands he needs to put in the ork despite the money is really hat has me rooting for him,,,
All true boxing fans kno Julio cezar jnr AS a joke in the boxing orld  ana be a champ fight better current fighters in top,,,
Good video Jake,,,
Jake has definitely gron up,,,
comments after  days  million folloers bot boy,,,
ill you still call yourself the problem child hen your  years old,,,
just another pay day fighting retired boxers give Oleksandr Usyk a call coard,,,
orld champion of retired boxers lol,,,
Stop dreaming to be a boxer,,,
Jake Paul is going to lose,,,
this is art Jake,,,
AI analysis of Jake,,,
TZ,,,
If Jake Drops to Light Heavyeight  lbs,,,
,,,
Are you gay If so Im interested,,,
no u aint fucki nnn looozer,,,
I feel like the narrator is going to start talking about the all spark and telling the auto bots to assemble,,,
Jake Tyson ould have DESTROYED you  Your fight ith him as a Disney sho,,,
Jakes Going to get that,,,
Freaking insane movie,,,
hen are you fighting canelo though eakling,,,
Roman Kelemen is the best editor you have,,,
You are a champion Jake,,,
Ive never been a fan of the Paul brothers They are scammers They ill do hatever it takes to get cha,,,
Yeah still hasnt learnd to look here you punch,,,
Love this,,,
Go Jake Paul,,,
Straight up masterpiece of a movie,,,
Need to start fighting some proper boxers then,,,
You got this e believe in you,,,
There is actually enough orld titles in boxing for him to do it,,,
The video editing team did a great job on this one,,,
This gives Rocky Vibes going the hold school route,,,
But the Tyson fight as a load of  Jake paid him to in,,,
Yea cause you gonna buy a belt from temu you absolute,,,
Good luck,,,
Jake Paul left the chat,,,
Jacky boi,,,
I ill be a champion also but probably before you sorry brother gotta ork harder next time,,,
Bro hired a fricking hollyood team for this one,,,
Jake your ego is bigger than this guy be careful make that ego smaller but mightier,,,
This is a complete cinemasuperball d best for the fight Jake,,,
This gone be a good one,,,
no you arent,,,
Lol coach get that left hook up snap it lmao,,,
Look at that editing,,,
Those fatasses that sit on the couch all day and say that Jake isnt a real fighter cant take anything aay from him Theyre just gonna have to keep getting proven rong until they see him ith that belt around his aist,,,
These comments are hilarious,,,
Proud of you Jake,,,
Good he inspired u but i bet u ill also fight old people right,,,
Ohhh I get it  fights from noHes learning his craft,,,
you can do it bro stop taking big name fights outside your eight and lock in at cruiser eight thats yours for the taking,,,
Just got up and did  pushups,,,
Great video,,,
From a disneystar to a  real boxer,,,
In your dream,,,
as this a Disney bio,,,
A orld Champion in hat Fixing fights,,,
here the haters at no,,,
I believe you bro you got this Ill be getting tickets and cheering you on brother,,,
Comparing a hite ass privileged man to Muhammad Ali is fucking EIRD,,,
Your delusional You keep fighting people that are old and passed it You fight a young pro and got hammered,,,
TZ,,,
Damn the Disney send off at the end as sick,,,
Respectfully matador vs do bronx is tmr but i got jake,,,
In alMart in hatillo pr I told Jake to slide one day I still have that offer I presented your team last year,,,
Good luck bud,,,
Comparing jake paul to Muhammad Ali is ild,,,
No one has EVER inspired me like Jake Paul has He truly believes in manifestacin  and thats a very poerful thing  Thank Jack,,,
Lets go Paul  you got this homie,,,
Muhammad Ali as the greatest of all time,,,
Strenght,,,
they did a good job ith this one for real,,,
absolute cinema,,,
You have a speech impediment  theres only one fighter any respects ith a speech impediment,,,
You got this Champ Im from Mxico just hope hen I atch the match you come up inning much love safety gang,,,
you guys think he could beat tommy fury no,,,
Shoutout ro Jake and Editor,,,
geez the video shots and editing on this as next level,,,
Bruh these Mohamad Ali comparison have GOT to stop,,,
really motivated me to go hard ith my physical excellency,,,
Triggered by Piers Morgan youre gonna get smoked this eekend,,,
Jr ill take a paid dive then he ill claim hes orld champion,,,
Release the contract before making that assumption,,,
this video is a master piece good luck jake,,,
this is fucking amazing,,,
Tommy fury,,,
million subscribers and only k vies in a day Someones fallen off,,,
Cringe,,,
a past to pay  in,,,
Youre never touching Viddal buddy,,,
You have to fight real boxers of the same skill level as you and around your age in order to be a orld champion And fighting an almost yearold Julio Cesar Chavez JR doesnt count,,,
Great,,,
Jake paul im  and i been atching you since you ere  I anted to be like you rich and have a house ith all my friends i havent seen your vlogs in years but e have the same goal again,,,
hos here one day until the fight,,,
Jake you gonna make it,,,
The amount of yes man this guy has is ridiculous comparing himself to Muhammad Ali  absolute aste of time cant even beat Tommy fury,,,
Jake Paul beats Tommy in a rematch Theo chambers is doing a better job at training Jake Paul than  BF Flores,,,
The version of Jake fury struggled ith as terribly trained by BJ Flores,,,
Nope,,,
In your absolute dreams you ill never be orld champion e kno you pay all the refs to rigg your fights and to make you in you boxing cheater,,,
hat is this rocky  mind of nohere,,,
Keep dreaming kid,,,
Rocky,,,
fantastic cinematography and editing  motion gfx in this one,,,
the guy hitting the bag in the garage hit that right hand like a truck dude tf,,,
best video Ive seen in ages Absolute masterpiece  Shout out to the videography team,,,
ants to a orld champion but hasnt fought anyone ho is ranked in any orld organisation,,,
Lol,,,
Lmao  So delusional,,,
Theres no denying Jake is taking boxing seriously and putting the ork in But hy doesnt he fight someone in his eight class,,,
The man ho said ho do you ake up every day hungry hen you aking up on silk sheets every day but still ant it i felt that,,,
He is going to be the orld Champion for fighting  year olds hat a douchbag,,,
hy change title,,,
Good luck Jake,,,
This is MOVIE,,,
you arent,,,
bro he is  hy alays pick guys hen they are retiring,,,
Ne fan,,,
Good luck Jake,,,
Hey man if this is your faith Ill be your to here to are  are gathered together ithout any doubt So Ill believe No ho hard are you ready to go,,,
hat is this absolute trash,,,
Hahahahahahahahahahahhq,,,
Alright buddy keep fighting those pensioners,,,
LTS GO JAKE,,,
hat a joke,,,
orld champion from Temu,,,
ann see Jake knock out LSI,,,
lluminat dik in jakes chest suprise suprise D,,,
He thinks that he is the next Mike Taysongolden era,,,
I agree this fight is actually a legit challenge for him n if it goes through maybe hell really become a champion,,,
No one is denying his hard ork But he hasnt fought one legit top level boxer He is fighting a guy ho Anderson Silva beat hasnt even been in top boxing shape in  years,,,
Might someday become a champion but ill never be perceived and respected like mcgregor ho never paid to become one,,,
Lets go Jake,,,
If Jake didnt pay the amounts of money he is paying for his cheerleading squad,,,
Such a good ay to sho your journey thus far and good promo for the fight you re going to in this eekend,,,
Do your thing Jake,,,
He is gonna be a champ,,,
Lets see it,,,
Jake is boxing another smaller older  spent man,,,
This is Creeds next villain,,,
Lezzz gooo jake,,,
Thats a nice E belt bud Keep cherry picking and fighting old people you are the most unrespected fighter in boxing history congratulations,,,
The storytelling is insane Crazy ork,,,
This aint just a YouTube video This a masterpiece,,,
Ngl this video as ell done but comparing Jake to Muhammad Ali as just comical,,,
o,,,
I hope e can fight someday,,,
Lesss Gooo Jake,,,
hoever edited this needs a raise,,,
as super excited about the fight But  oclock is just to early hat a bummer,,,
Jake u make me lath thru the ruff days,,,
Take over the orld brother  Happy for you,,,
Im rooting for u man at my house,,,
Jake Bald is such a dork,,,
You ish you ere him,,,
LETS GO JAKE,,,
Everyday Bro cre  Lets get this in Im Mexican American but im ith Jake all the ay,,,
So I go for Chavez  cuz im Mexican    but  everyone needs to Stop hating and Calling Jake YouTuber because he has earned the gains Ho many of yall has he knocked out  lol hat a savage Papi,,,
Lol e already kno They gave kid a BC belt after his first fight,,,
LMFAOOO hat a joke,,,
Lets Gooooo,,,
Lamar Jaxon edit the ending,,,
Keep combing your hair forard you have everybody fooled hahahahaha,,,
Fighting another guy ho has been retired for years ell done no you ill have fought a pensioner and a recovering drug addict Tough guy,,,
Youll do anything but fight contenders in your eight class youre a total clon,,,
IM LIGHT HEAVY EIGHT MMA FIGHTER AN BOXER  E CAN GET A MATCH UP ILL THRO GLOVES ITH YOU RESPECTFULLY,,,
Aesome This fight is exciting I predict that  Canelo ill run from Jake for at least another fight after he sees hat Jake does to Chevez He ill force Jake to fight another monster Crfrd,,,
Jake the fakes going to become orld champion but he still cant beat Pretty boy furry,,,
Been atching every fight live since deji ent to  events in Florida here i live love this dude family of  i barely get by eek to eek off my checks jake put the me on your team bro i need it,,,
I believe you bro you ill be orld champ,,,
ht The fixed for this fight is for you to get early first round knockout in,,,
Motivation,,,
Miss team,,,
Lets go,,,
You are a LEGEND JAKE,,,
video,,,
i got jake pual by knockout round,,,
Bro really thinks hes Mohammed Ali lmao,,,
Another  in the making,,,
Yep big fat sloppy slo sparring over  pounds orth Ive seen it Im in the gym all the time,,,
Lets go man,,,
Absolute clon,,,
lmao  comparing jake paul to ali,,,
e all kno he gon thro the match jcjr,,,
I onder ho much money hes going to spend to buy his ay to being orld champion,,,
e kno you aintreally fighting the good fighters bro e kno,,,
Great hes fighting another man ho is  years older than him someone ho is clearly ay past his best and is doing it for the money,,,
Best of luck Jake Paul,,,
Good luck Jake paul e love you and your dreams ill one day come true e believe in you good luck on your match,,,
Ho on earth did Jake Paul do that,,,
Editor,,,
hoa my mind is blon,,,
Gay,,,
hat the dog doing,,,
D suckas,,,
Struna,,,
Ai,,,
I the spray at allmart,,,
Amazing hat AI can do no,,,
August th,,,
v boxing,,,
Nice edit mate,,,
Sad,,,
No because the real chavez had over a  proffesional boxing fights ith some of the orlds  hardest hitters of his generation year before youtube as popular or existed,,,
o,,,
Joke Paul The laughing stock of boxing,,,
So edited,,,
The dog loves u idol,,,
Jake the Paul I think he a boxer,,,
That is crazy,,,
That as the illest shyt he never expected,,,
Your stupid,,,
Hes still a pansey,,,
Lmao hat ever,,,
Chavez can take a drug test,,,
Sausage party,,,
prime,,,
I onder ho much he paid that bottle to take a dive he must have run out of retirement homes to pick his next opponent from,,,
The green screen on that,,,
As real as everything he has ever done,,,
The real question is hy the hell does he have a damn deangelo russell jersey framed in his gym,,,
I like ho it leaves the screen,,,
Your just lucky sissy boy you live in a different era  Mike Tyson bury you,,,
hat a douche,,,
Douche,,,
Yea lets atch Jake paul run from his next fighter the hole fight,,,
Editor,,,
Krass,,,
Couldnt get rid of the string holder,,,
Damn even had the dog knock it over  edit,,,
He should do an MMA and then he can talk all he ants,,,
AI Is a special thing isnt it,,,
Yo props for helping out Ben Askren,,,
Bro is a one trick pony at the circus,,,
Dam good edit,,,
Jake Paul got skilz,,,
Nice touch making it fall over hen the dog alks by,,,
I got the blue body spray smelled pretty good,,,
CGI,,,
Sick CGI,,,
Sho Fighter,,,
I can fight ith this guy any time,,,
Se habr tirado a roro,,,
Cute you can hit a bottle,,,
Fuckin goose,,,
And money beats poer,,,
Like a puppet on a string,,,
Aura,,,
He probably likes to take it from behind from Diddy yo,,,
Strings,,,
Hi scripter,,,
Stick to dancing disney boy that fixes his fights,,,
I just cant stand this dude   hes everything that a man shouldnt be,,,
Nice AI respekt,,,
Faker,,,
Montaj,,,
Did he in this fight to paying everyone to take a dive has to be expensive,,,
hat a douche He literally has an army of yesmen folloing and celebrating his every endeavor,,,
Imagine being stuck in that room ith all them aholes that ud be actual torture,,,
Go don somehere,,,
Fight Tyson Fury,,,
This as cool,,,
muy buenopero el bote no devuelve los golpes,,,
jakepaul you had me for a second Just like your fights,,,
dog,,,
L,,,
Amir khan boxer did it st,,,
Sgueme,,,
I seen this in person before he got skills,,,
ho are you paying to let you in this time,,,
He is the editor producer director and above all the actor,,,
Pathetic,,,
He paid Mike to beat him,,,
SMELLS ROUGH,,,
yr old lmao,,,
Bravo idiot,,,
your editor is crazy jake,,,
Haha your a circus act Nothing more Try going up the ranks like every other fighter Also you drink is poison to the youth Good job clon,,,
Pupazzone,,,
AI,,,
Good job Editor,,,
Usyk say o  very feel Jakey,,,
Ho many tries did this take,,,
U guys give him a chance or he ill sue u,,,
I live next tu him,,,
Omg this kid,,,
King of content,,,
That as crazy,,,
Bro si a pro,,,
Little boy,,,
That part at  Instant goosebumps,,,
Jake Paul youre the best,,,
Any joker can do that,,,
They pade Mike to lose,,,
Mike tyson is stronger than ujake,,,
Jake they Mike tyson is stronger than u,,,
So are you gonna be a man and prove youre actually good Cause boxing MMA fighters and old boxers isnt proving anything Jr,,,
Grate edit,,,
o Jake Paul Is Actually really talented,,,
Youre ass,,,
If you pause hen the bottle hit the bag youll see the only fla in the edit Bag didnt dent at all,,,
Ho many takes,,,
A otro se lo creo a este jams jajjaa,,,
AI is crazy bruhhh,,,
Looks real to me,,,
You are Bot,,,
Ai gets better every day,,,
Hes a lame,,,
Video editing on a hole other level,,,
is faill,,,
So nice edit,,,
